locus_tag	ftype	length_bp	gene	EC_number	COG	product
KGIHCIOD_02305	CDS	660				hypothetical protein
KGIHCIOD_02306	CDS	324				hypothetical protein
KGIHCIOD_02307	CDS	1101				hypothetical protein
KGIHCIOD_02308	CDS	1032				hypothetical protein
KGIHCIOD_02309	CDS	837	fdhD		COG1526	Sulfur carrier protein FdhD
KGIHCIOD_02310	CDS	588	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
KGIHCIOD_02311	CDS	2415	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
KGIHCIOD_02312	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
KGIHCIOD_02313	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
KGIHCIOD_02314	CDS	930	fdhE		COG3058	Protein FdhE
KGIHCIOD_02315	CDS	291				hypothetical protein
KGIHCIOD_02316	CDS	312	higB-2		COG2026	Toxin HigB-2
KGIHCIOD_02317	CDS	930	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
KGIHCIOD_02318	CDS	312	higB	3.1.-.-	COG4680	mRNA interferase HigB
KGIHCIOD_02319	CDS	447	higA		COG5499	Antitoxin HigA
KGIHCIOD_02320	CDS	942				hypothetical protein
KGIHCIOD_02321	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
KGIHCIOD_02322	CDS	780				hypothetical protein
KGIHCIOD_02323	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
KGIHCIOD_02324	CDS	804	csqR		COG1349	HTH-type transcriptional repressor CsqR
KGIHCIOD_02325	CDS	897	yihV	2.7.1.184		Sulfofructose kinase
KGIHCIOD_02326	CDS	897	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
KGIHCIOD_02327	CDS	879	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
KGIHCIOD_02328	CDS	1242	yihS	5.3.1.31	COG2942	Sulfoquinovose isomerase
KGIHCIOD_02329	CDS	843	yihR		COG2017	putative protein YihR
KGIHCIOD_02330	CDS	2037	yihQ	3.2.1.199	COG1501	Sulfoquinovosidase
KGIHCIOD_02331	CDS	1383	yihP_1		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
KGIHCIOD_02332	CDS	1422	yihP_2		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
KGIHCIOD_02333	CDS	693	ompL			Porin OmpL
KGIHCIOD_02334	CDS	849				hypothetical protein
KGIHCIOD_02335	CDS	1026				hypothetical protein
KGIHCIOD_02336	CDS	876				hypothetical protein
KGIHCIOD_02337	CDS	1242	hemW_1		COG0635	Heme chaperone HemW
KGIHCIOD_02338	CDS	879				hypothetical protein
KGIHCIOD_02339	CDS	735	ybhA_1	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
KGIHCIOD_02340	CDS	1824	typA		COG1217	GTP-binding protein TypA/BipA
KGIHCIOD_02341	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
KGIHCIOD_02342	CDS	1050	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
KGIHCIOD_02343	CDS	1410	glnG		COG2204	DNA-binding transcriptional regulator NtrC
KGIHCIOD_02344	CDS	111	yshB			putative protein YshB
KGIHCIOD_02345	CDS	1374	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
KGIHCIOD_02346	CDS	516	yihI		COG3078	Der GTPase-activating protein YihI
KGIHCIOD_02347	CDS	198				hypothetical protein
KGIHCIOD_02348	CDS	633	engB		COG0218	putative GTP-binding protein EngB
KGIHCIOD_02349	CDS	2787	polA	2.7.7.7	COG0258	DNA polymerase I
KGIHCIOD_02350	CDS	909	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
KGIHCIOD_02351	CDS	624	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
KGIHCIOD_02352	CDS	987	rdoA	2.7.11.1	COG2334	Serine/threonine protein kinase RdoA
KGIHCIOD_02353	CDS	270	yihD		COG3084	Protein YihD
KGIHCIOD_02354	CDS	585	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
KGIHCIOD_02355	CDS	531	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
KGIHCIOD_02356	rRNA	78				5S ribosomal RNA (partial)
KGIHCIOD_02357	rRNA	83				5S ribosomal RNA (partial)
KGIHCIOD_02358	tRNA	77				tRNA-Asp(gtc)
KGIHCIOD_02359	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
KGIHCIOD_02360	CDS	915	dmlR_4			HTH-type transcriptional regulator DmlR
KGIHCIOD_02361	CDS	1176	ydhP		COG2814	Inner membrane transport protein YdhP
KGIHCIOD_02362	CDS	801				hypothetical protein
KGIHCIOD_02363	CDS	771	ycgJ	2.1.1.-		putative methyltransferase YcgJ
KGIHCIOD_02364	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
KGIHCIOD_02365	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase
KGIHCIOD_02366	CDS	723				hypothetical protein
KGIHCIOD_02367	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
KGIHCIOD_02368	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
KGIHCIOD_02369	tRNA	77				tRNA-Asp(gtc)
KGIHCIOD_02370	CDS	1056				hypothetical protein
KGIHCIOD_02371	CDS	996				hypothetical protein
KGIHCIOD_02372	CDS	1884				hypothetical protein
KGIHCIOD_02373	CDS	495				hypothetical protein
KGIHCIOD_02374	CDS	825				hypothetical protein
KGIHCIOD_02375	CDS	903				hypothetical protein
KGIHCIOD_02376	CDS	2640	clpV1		COG0542	Protein ClpV1
KGIHCIOD_02377	CDS	543				hypothetical protein
KGIHCIOD_02378	CDS	1494				hypothetical protein
KGIHCIOD_02379	CDS	447				hypothetical protein
KGIHCIOD_02380	CDS	486	hcp1_1		COG3157	Protein hcp1
KGIHCIOD_02381	CDS	486				hypothetical protein
KGIHCIOD_02382	CDS	372				hypothetical protein
KGIHCIOD_02383	CDS	486	hcp1_2		COG3157	Protein hcp1
KGIHCIOD_02384	CDS	537				hypothetical protein
KGIHCIOD_02385	CDS	1344				hypothetical protein
KGIHCIOD_02386	CDS	1299	pal_2			Peptidoglycan-associated lipoprotein
KGIHCIOD_02387	CDS	774				hypothetical protein
KGIHCIOD_02388	CDS	357				hypothetical protein
KGIHCIOD_02389	CDS	3870				hypothetical protein
KGIHCIOD_02390	CDS	789				hypothetical protein
KGIHCIOD_02391	CDS	387				hypothetical protein
KGIHCIOD_02392	CDS	519				hypothetical protein
KGIHCIOD_02393	CDS	2190				hypothetical protein
KGIHCIOD_02394	CDS	447				hypothetical protein
KGIHCIOD_02395	CDS	4095	rhsB	3.1.-.-	COG3209	putative deoxyribonuclease RhsB
KGIHCIOD_02396	CDS	264				hypothetical protein
KGIHCIOD_02397	CDS	774				hypothetical protein
KGIHCIOD_02398	CDS	447				hypothetical protein
KGIHCIOD_02399	CDS	138				hypothetical protein
KGIHCIOD_02400	CDS	438				hypothetical protein
KGIHCIOD_02401	CDS	276	symE_2	3.1.-.-		Endoribonuclease SymE
KGIHCIOD_02402	CDS	252				hypothetical protein
KGIHCIOD_02403	CDS	159				hypothetical protein
KGIHCIOD_02404	CDS	198				hypothetical protein
KGIHCIOD_02405	CDS	282				IS3 family transposase IS1351
KGIHCIOD_02406	CDS	501				hypothetical protein
KGIHCIOD_02407	CDS	714	caf1M		COG3121	Chaperone protein caf1M
KGIHCIOD_02408	CDS	2511	caf1A		COG3188	F1 capsule-anchoring protein
KGIHCIOD_02409	CDS	471				hypothetical protein
KGIHCIOD_02410	CDS	822				hypothetical protein
KGIHCIOD_02411	CDS	612				hypothetical protein
KGIHCIOD_02412	CDS	948	dmlR_5			HTH-type transcriptional regulator DmlR
KGIHCIOD_02413	CDS	720	pagN		COG3637	Outer membrane protein PagN
KGIHCIOD_02414	CDS	408				hypothetical protein
KGIHCIOD_02415	CDS	768	yafV	3.5.1.3		Omega-amidase YafV
KGIHCIOD_02416	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
KGIHCIOD_02417	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
KGIHCIOD_02418	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
KGIHCIOD_02419	CDS	741				hypothetical protein
KGIHCIOD_02420	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
KGIHCIOD_02421	CDS	975	rtcB_2	6.5.1.-	COG1690	RNA-splicing ligase RtcB
KGIHCIOD_02422	CDS	162				hypothetical protein
KGIHCIOD_02423	CDS	615	prfB_1		COG1186	Peptide chain release factor RF2
KGIHCIOD_02424	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
KGIHCIOD_02425	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
KGIHCIOD_02426	CDS	1245				hypothetical protein
KGIHCIOD_02427	CDS	402	crl			Sigma factor-binding protein Crl
KGIHCIOD_02428	CDS	1053	phoE		COG3203	Outer membrane porin PhoE
KGIHCIOD_02429	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
KGIHCIOD_02430	CDS	1251	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
KGIHCIOD_02431	tRNA	76				tRNA-Thr(cgt)
KGIHCIOD_02432	CDS	1164	xerD_1			Tyrosine recombinase XerD
KGIHCIOD_02433	CDS	138				hypothetical protein
KGIHCIOD_02434	CDS	396				hypothetical protein
KGIHCIOD_02435	CDS	474				hypothetical protein
KGIHCIOD_02436	CDS	450				hypothetical protein
KGIHCIOD_02437	CDS	300				hypothetical protein
KGIHCIOD_02438	CDS	399				hypothetical protein
KGIHCIOD_02439	CDS	294				hypothetical protein
KGIHCIOD_02440	CDS	285				hypothetical protein
KGIHCIOD_02441	CDS	708				hypothetical protein
KGIHCIOD_02442	CDS	144				hypothetical protein
KGIHCIOD_02443	CDS	189				hypothetical protein
KGIHCIOD_02444	CDS	126				hypothetical protein
KGIHCIOD_02445	CDS	291				hypothetical protein
KGIHCIOD_02446	CDS	243				hypothetical protein
KGIHCIOD_02447	CDS	201				hypothetical protein
KGIHCIOD_02448	CDS	579				hypothetical protein
KGIHCIOD_02449	CDS	303				hypothetical protein
KGIHCIOD_02450	CDS	360			COG1974	putative HTH-type transcriptional regulator
KGIHCIOD_02451	CDS	186				hypothetical protein
KGIHCIOD_02452	CDS	279				hypothetical protein
KGIHCIOD_02453	CDS	147				hypothetical protein
KGIHCIOD_02454	CDS	816				hypothetical protein
KGIHCIOD_02455	CDS	1377	dnaB_2	3.6.4.12	COG0305	Replicative DNA helicase
KGIHCIOD_02456	CDS	438				hypothetical protein
KGIHCIOD_02457	CDS	333				hypothetical protein
KGIHCIOD_02458	CDS	177				hypothetical protein
KGIHCIOD_02459	CDS	612				hypothetical protein
KGIHCIOD_02460	CDS	225				hypothetical protein
KGIHCIOD_02461	CDS	204				hypothetical protein
KGIHCIOD_02462	CDS	180				hypothetical protein
KGIHCIOD_02463	CDS	624				hypothetical protein
KGIHCIOD_02464	CDS	519				hypothetical protein
KGIHCIOD_02465	CDS	327				hypothetical protein
KGIHCIOD_02466	CDS	438	rrrD	3.2.1.17	COG3772	Lysozyme RrrD
KGIHCIOD_02467	CDS	471				hypothetical protein
KGIHCIOD_02468	CDS	522				hypothetical protein
KGIHCIOD_02469	CDS	243				hypothetical protein
KGIHCIOD_02470	CDS	390				hypothetical protein
KGIHCIOD_02471	CDS	405				hypothetical protein
KGIHCIOD_02472	CDS	489				hypothetical protein
KGIHCIOD_02473	CDS	1500				hypothetical protein
KGIHCIOD_02474	CDS	2178				hypothetical protein
KGIHCIOD_02475	CDS	912				hypothetical protein
KGIHCIOD_02476	CDS	1293				hypothetical protein
KGIHCIOD_02477	CDS	210				hypothetical protein
KGIHCIOD_02478	CDS	501				hypothetical protein
KGIHCIOD_02479	CDS	1419				hypothetical protein
KGIHCIOD_02480	CDS	639				hypothetical protein
KGIHCIOD_02481	CDS	456				hypothetical protein
KGIHCIOD_02482	CDS	690				hypothetical protein
KGIHCIOD_02483	CDS	1416				hypothetical protein
KGIHCIOD_02484	CDS	1830				hypothetical protein
KGIHCIOD_02485	CDS	330				hypothetical protein
KGIHCIOD_02486	CDS	366				hypothetical protein
KGIHCIOD_02487	CDS	252				hypothetical protein
KGIHCIOD_02488	CDS	225				hypothetical protein
KGIHCIOD_02489	CDS	903				hypothetical protein
KGIHCIOD_02490	CDS	1968				hypothetical protein
KGIHCIOD_02491	CDS	1923				hypothetical protein
KGIHCIOD_02492	CDS	303				hypothetical protein
KGIHCIOD_02493	CDS	345	ddrA_1			Diol dehydratase-reactivating factor alpha subunit
KGIHCIOD_02494	CDS	417	ddrA_2			Diol dehydratase-reactivating factor alpha subunit
KGIHCIOD_02495	CDS	300				hypothetical protein
KGIHCIOD_02496	CDS	1233	ynfM_1			Inner membrane transport protein YnfM
KGIHCIOD_02497	CDS	1422	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
KGIHCIOD_02498	CDS	627	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
KGIHCIOD_02499	CDS	879				hypothetical protein
KGIHCIOD_02500	CDS	915	dehH1	3.8.1.3		Haloacetate dehalogenase H-1
KGIHCIOD_02501	CDS	522	dmlR_6			HTH-type transcriptional regulator DmlR
KGIHCIOD_02502	CDS	465	dmlR_7			HTH-type transcriptional regulator DmlR
KGIHCIOD_02503	CDS	273				hypothetical protein
KGIHCIOD_02504	CDS	399				hypothetical protein
KGIHCIOD_02505	CDS	759	fimC_1			Chaperone protein FimC
KGIHCIOD_02506	CDS	1326				hypothetical protein
KGIHCIOD_02507	CDS	2568	fimD_2		COG3188	Outer membrane usher protein FimD
KGIHCIOD_02508	CDS	762	yadV			putative fimbrial chaperone YadV
KGIHCIOD_02509	CDS	537	sfaA			S-fimbrial protein subunit SfaA
KGIHCIOD_02510	CDS	735				hypothetical protein
KGIHCIOD_02511	CDS	501				hypothetical protein
KGIHCIOD_02512	CDS	1575	pdeN_1	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
KGIHCIOD_02513	CDS	744				hypothetical protein
KGIHCIOD_02514	CDS	489				hypothetical protein
KGIHCIOD_02515	CDS	198				hypothetical protein
KGIHCIOD_02516	CDS	333	ompX_1		COG3637	Outer membrane protein X
KGIHCIOD_02517	CDS	525				hypothetical protein
KGIHCIOD_02518	CDS	360				hypothetical protein
KGIHCIOD_02519	CDS	1458	oprM		COG1538	Outer membrane protein OprM
KGIHCIOD_02520	CDS	3168	oqxB7			multidrug efflux RND transporter permease subunit OqxB7
KGIHCIOD_02521	CDS	1227	bepF			Efflux pump periplasmic linker BepF
KGIHCIOD_02522	CDS	2289	actP_2	7.2.2.9		Copper-transporting P-type ATPase
KGIHCIOD_02523	CDS	465	hmrR_2			HTH-type transcriptional regulator HmrR
KGIHCIOD_02524	CDS	195				hypothetical protein
KGIHCIOD_02525	CDS	1254	yjhB_2			Putative metabolite transport protein YjhB
KGIHCIOD_02526	CDS	1959				hypothetical protein
KGIHCIOD_02527	CDS	2973				hypothetical protein
KGIHCIOD_02528	CDS	102				hypothetical protein
KGIHCIOD_02529	CDS	1404				hypothetical protein
KGIHCIOD_02530	CDS	1011	appB_1	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
KGIHCIOD_02531	CDS	132				hypothetical protein
KGIHCIOD_02532	CDS	1005	rhaR_5			HTH-type transcriptional activator RhaR
KGIHCIOD_02533	CDS	2091	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
KGIHCIOD_02534	CDS	633	rhtC_2		COG1280	Threonine efflux protein
KGIHCIOD_02535	CDS	276				hypothetical protein
KGIHCIOD_02536	CDS	1626	prpR		COG1221	Propionate catabolism operon regulatory protein
KGIHCIOD_02537	CDS	888	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
KGIHCIOD_02538	CDS	1170	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
KGIHCIOD_02539	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
KGIHCIOD_02540	CDS	1887	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
KGIHCIOD_02541	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
KGIHCIOD_02542	CDS	2937				hypothetical protein
KGIHCIOD_02543	CDS	624	iprA_3			Inhibitor of hydrogen peroxide resistance
KGIHCIOD_02544	CDS	1158	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
KGIHCIOD_02545	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
KGIHCIOD_02546	CDS	1095				hypothetical protein
KGIHCIOD_02547	CDS	309	yaiY			Inner membrane protein YaiY
KGIHCIOD_02548	CDS	216				hypothetical protein
KGIHCIOD_02549	CDS	1113	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
KGIHCIOD_02550	CDS	684				hypothetical protein
KGIHCIOD_02551	CDS	1212	sbnD_2			Staphyloferrin B transporter
KGIHCIOD_02552	CDS	261	iraP			Anti-adapter protein IraP
KGIHCIOD_02553	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
KGIHCIOD_02554	CDS	1113	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
KGIHCIOD_02555	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
KGIHCIOD_02556	CDS	456				hypothetical protein
KGIHCIOD_02557	CDS	546	aroL	2.7.1.71	COG0703	Shikimate kinase 2
KGIHCIOD_02558	CDS	192	yaiA			putative protein YaiA
KGIHCIOD_02559	CDS	678				hypothetical protein
KGIHCIOD_02560	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
KGIHCIOD_02561	CDS	912	rdgC		COG2974	Recombination-associated protein RdgC
KGIHCIOD_02562	CDS	909	mak	2.7.1.4	COG1940	Fructokinase
KGIHCIOD_02563	CDS	1173	araJ		COG2814	Putative transporter AraJ
KGIHCIOD_02564	CDS	3141	sbcC		COG0419	Nuclease SbcCD subunit C
KGIHCIOD_02565	CDS	1203	sbcD		COG0420	Nuclease SbcCD subunit D
KGIHCIOD_02566	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
KGIHCIOD_02567	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
KGIHCIOD_02568	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
KGIHCIOD_02569	CDS	1371	proY		COG1113	Proline-specific permease ProY
KGIHCIOD_02570	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
KGIHCIOD_02571	CDS	603	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
KGIHCIOD_02572	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
KGIHCIOD_02573	CDS	1065	queA_1	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
KGIHCIOD_02574	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
KGIHCIOD_02575	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
KGIHCIOD_02576	CDS	1815	secD		COG0342	Protein translocase subunit SecD
KGIHCIOD_02577	CDS	972	secF		COG0341	Protein translocase subunit SecF
KGIHCIOD_02578	CDS	366				hypothetical protein
KGIHCIOD_02579	CDS	693				hypothetical protein
KGIHCIOD_02580	CDS	348				hypothetical protein
KGIHCIOD_02581	CDS	108				hypothetical protein
KGIHCIOD_02582	CDS	864	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
KGIHCIOD_02583	CDS	540	yajI			putative lipoprotein YajI
KGIHCIOD_02584	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
KGIHCIOD_02585	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
KGIHCIOD_02586	CDS	471	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
KGIHCIOD_02587	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
KGIHCIOD_02588	CDS	978	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
KGIHCIOD_02589	CDS	516	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
KGIHCIOD_02590	CDS	975	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
KGIHCIOD_02591	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
KGIHCIOD_02592	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
KGIHCIOD_02593	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
KGIHCIOD_02594	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
KGIHCIOD_02595	CDS	798	phnV		COG1177	Putative 2-aminoethylphosphonate transport system permease protein PhnV
KGIHCIOD_02596	CDS	861	phnU		COG0555	Putative 2-aminoethylphosphonate transport system permease protein PhnU
KGIHCIOD_02597	CDS	1110	phnT		COG3842	Putative 2-aminoethylphosphonate import ATP-binding protein PhnT
KGIHCIOD_02598	CDS	1014	phnS		COG1840	Putative 2-aminoethylphosphonate-binding periplasmic protein
KGIHCIOD_02599	CDS	720	phnR		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
KGIHCIOD_02600	CDS	1104	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
KGIHCIOD_02601	CDS	810	phnX	3.11.1.1	COG0637	Phosphonoacetaldehyde hydrolase
KGIHCIOD_02602	CDS	591	yajL_2	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
KGIHCIOD_02603	CDS	912	panE_2	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
KGIHCIOD_02604	CDS	492				hypothetical protein
KGIHCIOD_02605	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
KGIHCIOD_02606	CDS	1512				hypothetical protein
KGIHCIOD_02607	CDS	1494				hypothetical protein
KGIHCIOD_02608	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
KGIHCIOD_02609	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
KGIHCIOD_02610	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
KGIHCIOD_02611	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
KGIHCIOD_02612	CDS	957	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
KGIHCIOD_02613	CDS	1482	ampG		COG0477	Anhydromuropeptide permease
KGIHCIOD_02614	CDS	633				hypothetical protein
KGIHCIOD_02615	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
KGIHCIOD_02616	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
KGIHCIOD_02617	CDS	624	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
KGIHCIOD_02618	CDS	1272	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
KGIHCIOD_02619	CDS	2355	lon_3	3.4.21.53	COG0466	Lon protease
KGIHCIOD_02620	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
KGIHCIOD_02621	CDS	1869	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
KGIHCIOD_02622	CDS	375			COG1555	putative protein
KGIHCIOD_02623	CDS	399	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
KGIHCIOD_02624	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
KGIHCIOD_02625	CDS	1701	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
KGIHCIOD_02626	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
KGIHCIOD_02627	CDS	1056	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
KGIHCIOD_02628	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
KGIHCIOD_02629	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
KGIHCIOD_02630	CDS	1782	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
KGIHCIOD_02631	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
KGIHCIOD_02632	CDS	1287	amtB			Ammonia channel
KGIHCIOD_02633	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
KGIHCIOD_02634	CDS	570	ybaY		COG3126	putative lipoprotein YbaY
KGIHCIOD_02635	CDS	312	atl		COG3695	DNA base-flipping protein
KGIHCIOD_02636	CDS	1551	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
KGIHCIOD_02637	CDS	261	rpmE2		COG0254	50S ribosomal protein L31 type B
KGIHCIOD_02638	CDS	471	ylaC			Inner membrane protein YlaC
KGIHCIOD_02639	CDS	552	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
KGIHCIOD_02640	CDS	219	hha			Hemolysin expression-modulating protein Hha
KGIHCIOD_02641	CDS	375	tomB			Hha toxicity modulator TomB
KGIHCIOD_02642	CDS	3150	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
KGIHCIOD_02643	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
KGIHCIOD_02644	CDS	654	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
KGIHCIOD_02645	CDS	3363	mscK		COG3264	Mechanosensitive channel MscK
KGIHCIOD_02646	CDS	936				ISNCY family transposase ISRor2
KGIHCIOD_02647	CDS	168				hypothetical protein
KGIHCIOD_02648	CDS	516	priC		COG3923	Primosomal replication protein N''
KGIHCIOD_02649	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
KGIHCIOD_02650	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
KGIHCIOD_02651	CDS	1929	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
KGIHCIOD_02652	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
KGIHCIOD_02653	CDS	606	recR		COG0353	Recombination protein RecR
KGIHCIOD_02654	CDS	1875	htpG		COG0326	Chaperone protein HtpG
KGIHCIOD_02655	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
KGIHCIOD_02656	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
KGIHCIOD_02657	CDS	972	aes	3.1.1.-	COG0657	Acetyl esterase
KGIHCIOD_02658	CDS	1350	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
KGIHCIOD_02659	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
KGIHCIOD_02660	CDS	126				hypothetical protein
KGIHCIOD_02661	CDS	1221	fsr			Fosmidomycin resistance protein
KGIHCIOD_02662	CDS	1653	ushA		COG0737	Protein UshA
KGIHCIOD_02663	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
KGIHCIOD_02664	CDS	795				hypothetical protein
KGIHCIOD_02665	CDS	828				hypothetical protein
KGIHCIOD_02666	CDS	2502	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
