locus_tag	ftype	length_bp	gene	EC_number	COG	product
BNEGNLPN_02395	CDS	891	gltC_2			HTH-type transcriptional regulator GltC
BNEGNLPN_02396	CDS	1509	lpdC_1	4.1.1.59	COG0043	Gallate decarboxylase
BNEGNLPN_02397	CDS	687	pdeH_1	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
BNEGNLPN_02398	CDS	633				hypothetical protein
BNEGNLPN_02399	CDS	105				hypothetical protein
BNEGNLPN_02400	CDS	198				hypothetical protein
BNEGNLPN_02401	CDS	1011	cydB_2	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
BNEGNLPN_02402	CDS	1407	cydA_2	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
BNEGNLPN_02403	CDS	888				hypothetical protein
BNEGNLPN_02404	CDS	507	yciE_1		COG3685	Protein YciE
BNEGNLPN_02405	CDS	495	yciF		COG3685	Protein YciF
BNEGNLPN_02406	CDS	186				hypothetical protein
BNEGNLPN_02407	CDS	1194		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
BNEGNLPN_02408	CDS	228				hypothetical protein
BNEGNLPN_02409	CDS	324				hypothetical protein
BNEGNLPN_02410	CDS	393				hypothetical protein
BNEGNLPN_02411	CDS	714				hypothetical protein
BNEGNLPN_02412	CDS	1251	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
BNEGNLPN_02413	CDS	651	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
BNEGNLPN_02414	CDS	459	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
BNEGNLPN_02415	CDS	1167	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
BNEGNLPN_02416	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
BNEGNLPN_02417	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
BNEGNLPN_02418	CDS	363				hypothetical protein
BNEGNLPN_02419	CDS	807				hypothetical protein
BNEGNLPN_02420	CDS	672	phoP_2			Virulence transcriptional regulatory protein PhoP
BNEGNLPN_02421	CDS	1467	phoQ	2.7.13.3	COG0642	Sensor protein PhoQ
BNEGNLPN_02422	CDS	1122	roxA_2	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
BNEGNLPN_02423	CDS	1233	pepT	3.4.11.4	COG2195	Peptidase T
BNEGNLPN_02424	CDS	1137	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
BNEGNLPN_02425	CDS	858	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
BNEGNLPN_02426	CDS	786	ydcV_1			Inner membrane ABC transporter permease protein YdcV
BNEGNLPN_02427	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
BNEGNLPN_02428	CDS	1725				hypothetical protein
BNEGNLPN_02429	CDS	1629	dmdB	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
BNEGNLPN_02430	CDS	1902	tktA_1	2.2.1.1	COG0021	Transketolase 1
BNEGNLPN_02431	CDS	312				hypothetical protein
BNEGNLPN_02432	CDS	540				hypothetical protein
BNEGNLPN_02433	CDS	345				hypothetical protein
BNEGNLPN_02434	CDS	276				hypothetical protein
BNEGNLPN_02435	CDS	201				hypothetical protein
BNEGNLPN_02436	CDS	246				hypothetical protein
BNEGNLPN_02437	CDS	1005				hypothetical protein
BNEGNLPN_02438	CDS	1308				hypothetical protein
BNEGNLPN_02439	CDS	1401				hypothetical protein
BNEGNLPN_02440	CDS	1113				hypothetical protein
BNEGNLPN_02441	CDS	786				hypothetical protein
BNEGNLPN_02442	CDS	954				hypothetical protein
BNEGNLPN_02443	CDS	396				hypothetical protein
BNEGNLPN_02444	CDS	255				hypothetical protein
BNEGNLPN_02445	CDS	234				hypothetical protein
BNEGNLPN_02446	CDS	384				hypothetical protein
BNEGNLPN_02447	CDS	552				hypothetical protein
BNEGNLPN_02448	CDS	393				hypothetical protein
BNEGNLPN_02449	CDS	1173				hypothetical protein
BNEGNLPN_02450	CDS	483				hypothetical protein
BNEGNLPN_02451	CDS	168				hypothetical protein
BNEGNLPN_02452	CDS	627				hypothetical protein
BNEGNLPN_02453	CDS	2901				hypothetical protein
BNEGNLPN_02454	CDS	465				hypothetical protein
BNEGNLPN_02455	CDS	483				hypothetical protein
BNEGNLPN_02456	CDS	381				hypothetical protein
BNEGNLPN_02457	CDS	3075				hypothetical protein
BNEGNLPN_02458	CDS	381				hypothetical protein
BNEGNLPN_02459	CDS	477				hypothetical protein
BNEGNLPN_02460	CDS	474				hypothetical protein
BNEGNLPN_02461	CDS	3390				hypothetical protein
BNEGNLPN_02462	CDS	234				hypothetical protein
BNEGNLPN_02463	CDS	306				hypothetical protein
BNEGNLPN_02464	CDS	366				hypothetical protein
BNEGNLPN_02465	CDS	705				hypothetical protein
BNEGNLPN_02466	CDS	1086				hypothetical protein
BNEGNLPN_02467	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
BNEGNLPN_02468	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
BNEGNLPN_02469	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
BNEGNLPN_02470	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
BNEGNLPN_02471	CDS	1395	galP			Galactose-proton symporter
BNEGNLPN_02472	CDS	459	sprT			Protein SprT
BNEGNLPN_02473	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
BNEGNLPN_02474	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
BNEGNLPN_02475	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
BNEGNLPN_02476	CDS	564				hypothetical protein
BNEGNLPN_02477	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
BNEGNLPN_02478	CDS	654	csgD		COG2771	CsgBAC operon transcriptional regulatory protein
BNEGNLPN_02479	CDS	981	yggR		COG2805	putative protein YggR
BNEGNLPN_02480	CDS	702	yggS		COG0325	Pyridoxal phosphate homeostasis protein
BNEGNLPN_02481	CDS	567				hypothetical protein
BNEGNLPN_02482	CDS	291				hypothetical protein
BNEGNLPN_02483	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
BNEGNLPN_02484	CDS	1140	hemW		COG0635	Heme chaperone HemW
BNEGNLPN_02485	CDS	1047	xylF_1		COG4213	D-xylose-binding periplasmic protein
BNEGNLPN_02486	CDS	810	frcA_1	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
BNEGNLPN_02487	CDS	1248	xylH_1		COG4214	Xylose transport system permease protein XylH
BNEGNLPN_02488	CDS	717				hypothetical protein
BNEGNLPN_02489	CDS	327			COG3171	putative protein
BNEGNLPN_02490	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
BNEGNLPN_02491	CDS	1059	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
BNEGNLPN_02492	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
BNEGNLPN_02493	CDS	1086	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
BNEGNLPN_02494	CDS	1254	nupG			Nucleoside permease NupG
BNEGNLPN_02495	CDS	2139	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
BNEGNLPN_02496	CDS	714	ydfK_2		COG1811	putative membrane protein YdfK
BNEGNLPN_02497	tRNA	76				tRNA-Phe(gaa)
BNEGNLPN_02498	CDS	864	intA_3		COG0582	Prophage integrase IntA
BNEGNLPN_02499	CDS	2082				hypothetical protein
BNEGNLPN_02500	CDS	2595	yraJ		COG3188	Outer membrane usher protein YraJ
BNEGNLPN_02501	CDS	765	yraI_1			putative fimbrial chaperone YraI
BNEGNLPN_02502	CDS	774	elfD_1		COG3121	putative fimbrial chaperone protein ElfD
BNEGNLPN_02503	CDS	579				hypothetical protein
BNEGNLPN_02504	CDS	549				hypothetical protein
BNEGNLPN_02505	CDS	681	elfD_2		COG3121	putative fimbrial chaperone protein ElfD
BNEGNLPN_02506	CDS	516				hypothetical protein
BNEGNLPN_02507	CDS	1377	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
BNEGNLPN_02508	CDS	1149	metC_1	4.4.1.13	COG0626	Cystathionine beta-lyase
BNEGNLPN_02509	CDS	912	dmlR_8			HTH-type transcriptional regulator DmlR
BNEGNLPN_02510	CDS	603				hypothetical protein
BNEGNLPN_02511	CDS	345				hypothetical protein
BNEGNLPN_02512	CDS	189				hypothetical protein
BNEGNLPN_02513	CDS	90				hypothetical protein
BNEGNLPN_02514	CDS	1182	lysN_1	2.6.1.39	COG1167	2-aminoadipate transaminase
BNEGNLPN_02515	CDS	1866	gss		COG0754	Bifunctional glutathionylspermidine synthetase/amidase
BNEGNLPN_02516	CDS	561				hypothetical protein
BNEGNLPN_02517	CDS	867	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
BNEGNLPN_02518	CDS	288				hypothetical protein
BNEGNLPN_02519	CDS	888				hypothetical protein
BNEGNLPN_02520	CDS	495				hypothetical protein
BNEGNLPN_02521	CDS	1524		3.2.1.-		Beta-xylosidase
BNEGNLPN_02522	CDS	1419	yicJ_2		COG2211	Inner membrane symporter YicJ
BNEGNLPN_02523	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
BNEGNLPN_02524	CDS	732	exbB		COG0811	Biopolymer transport protein ExbB
BNEGNLPN_02525	CDS	1188	metC_2	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
BNEGNLPN_02526	CDS	660	yghB		COG0586	Inner membrane protein YghB
BNEGNLPN_02527	CDS	900	rhaS_5			HTH-type transcriptional activator RhaS
BNEGNLPN_02528	CDS	1164	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
BNEGNLPN_02529	CDS	828	dkgA	1.1.1.274	COG0656	2,5-diketo-D-gluconic acid reductase A
BNEGNLPN_02530	CDS	528				hypothetical protein
BNEGNLPN_02531	CDS	2184				hypothetical protein
BNEGNLPN_02532	CDS	1413	ftsP		COG2132	Cell division protein FtsP
BNEGNLPN_02533	CDS	738	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
BNEGNLPN_02534	CDS	2259	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
BNEGNLPN_02535	CDS	870	rhaS_6			HTH-type transcriptional activator RhaS
BNEGNLPN_02536	CDS	396	ygiW_1		COG3111	Protein YgiW
BNEGNLPN_02537	CDS	660	qseB			Transcriptional regulatory protein QseB
BNEGNLPN_02538	CDS	1350	qseC	2.7.13.3		Sensor protein QseC
BNEGNLPN_02539	CDS	582	mdaB	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
BNEGNLPN_02540	CDS	315	ygiN	1.-.-.-	COG1359	putative quinol monooxygenase YgiN
BNEGNLPN_02541	CDS	1896	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
BNEGNLPN_02542	CDS	576				hypothetical protein
BNEGNLPN_02543	CDS	828	cpdA_2	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
BNEGNLPN_02544	CDS	423				hypothetical protein
BNEGNLPN_02545	CDS	633	nudF	3.6.1.13		ADP-ribose pyrophosphatase
BNEGNLPN_02546	CDS	1470	tolC			Outer membrane protein TolC
BNEGNLPN_02547	CDS	672				hypothetical protein
BNEGNLPN_02548	CDS	1161	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
BNEGNLPN_02549	CDS	792	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
BNEGNLPN_02550	CDS	771	zupT		COG0428	Zinc transporter ZupT
BNEGNLPN_02551	CDS	654	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
BNEGNLPN_02552	CDS	273	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
BNEGNLPN_02553	CDS	198	glgS_1			Surface composition regulator
BNEGNLPN_02554	CDS	1434	hldE		COG2870	Bifunctional protein HldE
BNEGNLPN_02555	CDS	2838	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
BNEGNLPN_02556	CDS	1299	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
BNEGNLPN_02557	CDS	621				hypothetical protein
BNEGNLPN_02558	CDS	1242	cca		COG0617	Multifunctional CCA protein
BNEGNLPN_02559	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
BNEGNLPN_02560	CDS	384	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
BNEGNLPN_02561	CDS	618	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
BNEGNLPN_02562	CDS	825	ureD			Urease accessory protein UreD
BNEGNLPN_02563	CDS	303	ureA	3.5.1.5		Urease subunit gamma
BNEGNLPN_02564	CDS	321	ureB	3.5.1.5		Urease subunit beta
BNEGNLPN_02565	CDS	1704	ureC	3.5.1.5		Urease subunit alpha
BNEGNLPN_02566	CDS	477	ureE			Urease accessory protein UreE
BNEGNLPN_02567	CDS	711	ureF			Urease accessory protein UreF
BNEGNLPN_02568	CDS	618	ureG			Urease accessory protein UreG
BNEGNLPN_02569	CDS	1608				hypothetical protein
BNEGNLPN_02570	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
BNEGNLPN_02571	CDS	216	rpsU		COG0828	30S ribosomal protein S21
BNEGNLPN_02572	CDS	1746	dnaG	2.7.7.-	COG0358	DNA primase
BNEGNLPN_02573	CDS	1842	rpoD		COG0568	RNA polymerase sigma factor RpoD
BNEGNLPN_02574	CDS	507	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
BNEGNLPN_02575	tRNA	76				tRNA-Met(cat)
BNEGNLPN_02576	CDS	834				hypothetical protein
BNEGNLPN_02577	CDS	342	ykfI			Toxin YkfI
BNEGNLPN_02578	CDS	318	yfjZ			Antitoxin YfjZ
BNEGNLPN_02579	CDS	228				hypothetical protein
BNEGNLPN_02580	CDS	477				hypothetical protein
BNEGNLPN_02581	CDS	459	klcA_2			Antirestriction protein KlcA
BNEGNLPN_02582	CDS	240				hypothetical protein
BNEGNLPN_02583	CDS	3156	flu_2		COG3468	Antigen 43
BNEGNLPN_02584	CDS	684				hypothetical protein
BNEGNLPN_02585	CDS	828				hypothetical protein
BNEGNLPN_02586	CDS	864	era_3			GTPase Era
BNEGNLPN_02587	CDS	684				hypothetical protein
BNEGNLPN_02588	CDS	345				hypothetical protein
BNEGNLPN_02589	CDS	927				hypothetical protein
BNEGNLPN_02590	CDS	1308				hypothetical protein
BNEGNLPN_02591	CDS	504			COG1662	IS1 family transposase IS1R
BNEGNLPN_02592	CDS	1902	tktA_2	2.2.1.1	COG0021	Transketolase 1
BNEGNLPN_02593	CDS	1029	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
BNEGNLPN_02594	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
BNEGNLPN_02595	CDS	1080	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
BNEGNLPN_02596	CDS	858	mscS		COG0668	Small-conductance mechanosensitive channel
BNEGNLPN_02597	CDS	636	argO		COG1279	Arginine exporter protein ArgO
BNEGNLPN_02598	CDS	768			COG2968	26 kDa periplasmic immunogenic protein
BNEGNLPN_02599	CDS	894	argP_2		COG0583	HTH-type transcriptional regulator ArgP
BNEGNLPN_02600	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
BNEGNLPN_02601	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
BNEGNLPN_02602	CDS	597	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
BNEGNLPN_02603	CDS	330	zapA		COG3027	Cell division protein ZapA
BNEGNLPN_02604	CDS	585				hypothetical protein
BNEGNLPN_02605	CDS	1317	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
BNEGNLPN_02606	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
BNEGNLPN_02607	CDS	1203	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
BNEGNLPN_02608	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
BNEGNLPN_02609	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
BNEGNLPN_02610	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
BNEGNLPN_02611	CDS	744	ygfF	1.-.-.-		putative oxidoreductase YgfF
BNEGNLPN_02612	CDS	504	resA			Thiol-disulfide oxidoreductase ResA
BNEGNLPN_02613	CDS	612				hypothetical protein
BNEGNLPN_02614	CDS	2010	dsbD_2	1.8.1.8		Thiol:disulfide interchange protein DsbD
BNEGNLPN_02615	CDS	360				hypothetical protein
BNEGNLPN_02616	CDS	1434	bglA_2	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
BNEGNLPN_02617	CDS	729	glvR		COG1737	HTH-type transcriptional regulator GlvR
BNEGNLPN_02618	CDS	312				hypothetical protein
BNEGNLPN_02619	CDS	660				hypothetical protein
BNEGNLPN_02620	CDS	984	ygfZ		COG0354	tRNA-modifying protein YgfZ
BNEGNLPN_02621	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
BNEGNLPN_02622	CDS	411	ygfX			Inner membrane protein YgfX
BNEGNLPN_02623	CDS	522	fldB		COG0716	Flavodoxin 2
BNEGNLPN_02624	CDS	897	xerD_1		COG4974	Tyrosine recombinase XerD
BNEGNLPN_02625	CDS	714	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
BNEGNLPN_02626	CDS	1734	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
BNEGNLPN_02627	CDS	963	prfB		COG1186	Peptide chain release factor RF2
BNEGNLPN_02628	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
BNEGNLPN_02629	CDS	555	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
BNEGNLPN_02630	CDS	717	ydfK_3		COG1811	putative membrane protein YdfK
BNEGNLPN_02631	CDS	579	ubiX_2	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
BNEGNLPN_02632	CDS	1494	lpdC_2	4.1.1.59	COG0043	Gallate decarboxylase
BNEGNLPN_02633	CDS	900	catM_2			HTH-type transcriptional regulator CatM
BNEGNLPN_02634	CDS	714	nlpD_1		COG0739	Murein hydrolase activator NlpD
BNEGNLPN_02635	tRNA	74				tRNA-Gly(ccc)
BNEGNLPN_02636	CDS	1389	ribZ_2			Riboflavin transporter RibZ
BNEGNLPN_02637	CDS	930	nodD2_1			Nodulation protein D 2
BNEGNLPN_02638	CDS	804				hypothetical protein
BNEGNLPN_02639	CDS	1020	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
BNEGNLPN_02640	CDS	558	kefF_2	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefF
BNEGNLPN_02641	CDS	309				hypothetical protein
BNEGNLPN_02642	CDS	900	pgrR_2			HTH-type transcriptional regulator PgrR
BNEGNLPN_02643	CDS	276				hypothetical protein
BNEGNLPN_02644	CDS	573				hypothetical protein
BNEGNLPN_02645	CDS	294				hypothetical protein
BNEGNLPN_02646	CDS	330				hypothetical protein
BNEGNLPN_02647	CDS	1293	arsB		COG1055	Arsenical pump membrane protein
BNEGNLPN_02648	CDS	423	arsC	1.20.4.1		Arsenate reductase
BNEGNLPN_02649	CDS	1554	dtpT		COG3104	Di-/tripeptide transporter
BNEGNLPN_02650	CDS	300				hypothetical protein
BNEGNLPN_02651	CDS	1449	cusC_2		COG1538	Cation efflux system protein CusC
BNEGNLPN_02652	CDS	1938	mdtO		COG1289	Multidrug resistance protein MdtO
BNEGNLPN_02653	CDS	1026	mdtN		COG1566	Multidrug resistance protein MdtN
BNEGNLPN_02654	CDS	273				hypothetical protein
BNEGNLPN_02655	CDS	231				hypothetical protein
BNEGNLPN_02656	CDS	273	yjdJ		COG2388	putative protein YjdJ
BNEGNLPN_02657	CDS	1413				hypothetical protein
BNEGNLPN_02658	CDS	909	fimH_2			Type 1 fimbrin D-mannose specific adhesin
BNEGNLPN_02659	CDS	501	fimG_2			Protein FimG
BNEGNLPN_02660	CDS	528	fimF_2			Protein FimF
BNEGNLPN_02661	CDS	2613	fimD_5		COG3188	Outer membrane usher protein FimD
BNEGNLPN_02662	CDS	705	fimC_3			Chaperone protein FimC
BNEGNLPN_02663	CDS	537	lpfA_2			putative major fimbrial subunit LpfA
BNEGNLPN_02664	CDS	549	fim_2			Fimbrial subunit type 1
BNEGNLPN_02665	CDS	609				ISKra4 family transposase ISCep1
BNEGNLPN_02666	CDS	606				ISKra4 family transposase ISCep1
BNEGNLPN_02667	CDS	957				hypothetical protein
BNEGNLPN_02668	CDS	507				hypothetical protein
BNEGNLPN_02669	CDS	897				hypothetical protein
BNEGNLPN_02670	CDS	210				hypothetical protein
BNEGNLPN_02671	CDS	609				hypothetical protein
BNEGNLPN_02672	CDS	702	yadV_1			putative fimbrial chaperone YadV
BNEGNLPN_02673	CDS	2487	htrE		COG3188	Outer membrane usher protein HtrE
BNEGNLPN_02674	CDS	996	mrkD_1			Fimbria adhesin protein
BNEGNLPN_02675	CDS	636				hypothetical protein
BNEGNLPN_02676	CDS	717	pdeH_2	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
BNEGNLPN_02677	CDS	573				hypothetical protein
BNEGNLPN_02678	CDS	705	ycgR			Flagellar brake protein YcgR
BNEGNLPN_02679	CDS	879	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
BNEGNLPN_02680	CDS	1230	yqeG		COG0814	Inner membrane transport protein YqeG
BNEGNLPN_02681	CDS	462				hypothetical protein
BNEGNLPN_02682	CDS	870	gltC_3			HTH-type transcriptional regulator GltC
BNEGNLPN_02683	CDS	1179	thlA_1	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
BNEGNLPN_02684	CDS	696	kdgM			Oligogalacturonate-specific porin KdgM
BNEGNLPN_02685	CDS	1176	ogl	4.2.2.6	COG0823	Oligogalacturonate lyase
BNEGNLPN_02686	CDS	762	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
BNEGNLPN_02687	CDS	1422	araE			Arabinose-proton symporter
BNEGNLPN_02688	CDS	996	ccpA_2		COG1609	Catabolite control protein A
BNEGNLPN_02689	CDS	1242	cscB			Sucrose permease
BNEGNLPN_02690	CDS	1437	sacA	3.2.1.26		Sucrose-6-phosphate hydrolase
BNEGNLPN_02691	CDS	1344				hypothetical protein
BNEGNLPN_02692	CDS	1287	yesO		COG1653	Putative ABC transporter substrate-binding protein YesO
BNEGNLPN_02693	CDS	1128	msiK_1	7.5.2.-	COG3839	Diacetylchitobiose uptake system ATP-binding protein MsiK
BNEGNLPN_02694	CDS	144				hypothetical protein
BNEGNLPN_02695	CDS	723	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
BNEGNLPN_02696	CDS	891	lacF			Lactose transport system permease protein LacF
BNEGNLPN_02697	CDS	327				hypothetical protein
BNEGNLPN_02698	CDS	714	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
BNEGNLPN_02699	CDS	927	occR			Octopine catabolism/uptake operon regulatory protein OccR
BNEGNLPN_02700	CDS	1263	lysA	4.1.1.20		Diaminopimelate decarboxylase
BNEGNLPN_02701	CDS	1011	ascG_1		COG1609	HTH-type transcriptional regulator AscG
BNEGNLPN_02702	CDS	1338	licC_3		COG1455	Lichenan permease IIC component
BNEGNLPN_02703	CDS	1428	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
BNEGNLPN_02704	CDS	774	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
BNEGNLPN_02705	CDS	480				hypothetical protein
BNEGNLPN_02706	CDS	1017	galR_1		COG1609	HTH-type transcriptional regulator GalR
BNEGNLPN_02707	CDS	2160	aas		COG0204	Bifunctional protein Aas
BNEGNLPN_02708	CDS	1194	lplT			Lysophospholipid transporter LplT
BNEGNLPN_02709	CDS	1041	tas		COG0667	Protein tas
BNEGNLPN_02710	CDS	219	ygdR_2			putative lipoprotein YgdR
BNEGNLPN_02711	CDS	714				hypothetical protein
BNEGNLPN_02712	CDS	696	mutH		COG3066	DNA mismatch repair protein MutH
BNEGNLPN_02713	CDS	531	rppH_1	3.6.1.-	COG0494	RNA pyrophosphohydrolase
BNEGNLPN_02714	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
BNEGNLPN_02715	CDS	876	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
BNEGNLPN_02716	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
BNEGNLPN_02717	CDS	552				hypothetical protein
BNEGNLPN_02718	CDS	558				hypothetical protein
BNEGNLPN_02719	CDS	408				hypothetical protein
BNEGNLPN_02720	CDS	324				hypothetical protein
BNEGNLPN_02721	CDS	3378	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
BNEGNLPN_02722	CDS	2886	ptrA	3.4.24.55	COG1025	Protease 3
BNEGNLPN_02723	CDS	3537	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
BNEGNLPN_02724	CDS	1845	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
BNEGNLPN_02725	CDS	321				hypothetical protein
BNEGNLPN_02726	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
BNEGNLPN_02727	CDS	1254	amiC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
BNEGNLPN_02728	CDS	1077	cobD_1	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
BNEGNLPN_02729	CDS	903	pduX	2.7.1.177	COG4542	L-threonine kinase
BNEGNLPN_02730	CDS	1215	pduW	2.7.2.15	COG0282	putative propionate kinase
BNEGNLPN_02731	CDS	441	pduV		COG4917	Propanediol utilization protein PduV
BNEGNLPN_02732	CDS	351	pduU		COG4810	Propanediol utilization protein PduU
BNEGNLPN_02733	CDS	555				hypothetical protein
BNEGNLPN_02734	CDS	1353	rsxC_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
BNEGNLPN_02735	CDS	1113	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
BNEGNLPN_02736	CDS	1389	astD_2	1.2.1.71		N-succinylglutamate 5-semialdehyde dehydrogenase
BNEGNLPN_02737	CDS	1017				hypothetical protein
BNEGNLPN_02738	CDS	276	ccmL			Carbon dioxide concentrating mechanism protein CcmL
BNEGNLPN_02739	CDS	492				hypothetical protein
BNEGNLPN_02740	CDS	633	pduL	2.3.1.222	COG4869	Phosphate propanoyltransferase
BNEGNLPN_02741	CDS	447				hypothetical protein
BNEGNLPN_02742	CDS	276	pduA_1		COG4577	Propanediol utilization protein PduA
BNEGNLPN_02743	CDS	351				hypothetical protein
BNEGNLPN_02744	CDS	1833	ddrA_2			Diol dehydratase-reactivating factor alpha subunit
BNEGNLPN_02745	CDS	525	pduE_2	4.2.1.28	COG4910	Propanediol dehydratase small subunit
BNEGNLPN_02746	CDS	690	pduD_2	4.2.1.28		Propanediol dehydratase medium subunit
BNEGNLPN_02747	CDS	1665	pduC	4.2.1.28	COG4909	Propanediol dehydratase large subunit
BNEGNLPN_02748	CDS	813	pduB		COG4816	Propanediol utilization protein PduB
